year	duration_min	rating	name_rus	director	name_eng	vote_count	main_actors
2014	101	6.551	Операция «Мертвый снег» 2	Томми Виркола	Død snø 2	5939	['Вегар Хуль', 'Орхан Гамст']
2013	90	6.55	Под маской жиголо	Джон Туртурро	Fading Gigolo	9614	['Джон Туртурро', 'Вуди Аллен']
2014	86	6.549	Любовь с первого взгляда	Макс Николс	Two Night Stand	12430	['Майлз Теллер', 'Анали Типтон']
2012	98	6.548	Суррогат	Бен Луин	The Sessions	2772	['Джон Хоукс', 'Хелен Хант']
2015	114	6.545	Ночной беглец	Жаума Кольет-Серра	Run All Night	19630	['Лиам Нисон', 'Юэль Киннаман']
2015	109	6.545	Громче, чем бомбы	Йоаким Триер	Louder Than Bombs	5059	['Гэбриел Бирн', 'Изабель Юппер']
2017	115	6.543	Взрывная блондинка	Дэвид Литч	Atomic Blonde	18927	['Шарлиз Терон', 'Джеймс МакЭвой']
2013	102	6.538	Нападение на Уолл-стрит	Уве Болл	Bailout: The Age of Greed	5856	['Доминик Пёрселл', 'Эрин Карплак']
2016	106	6.537	Во всем виноват енот	Робин Суикорд	Wakefield	8402	['Брайан Крэнстон', 'Йен Энтони Дэйл']
2013	90	6.533	Катастрофа	Джереми Солнье	Blue Ruin	4392	['Мэйкон Блэр', 'Девин Рэтрей']
2014	99	6.53	Детка	Линн Шелтон	Laggies	26811	['Кира Найтли', 'Хлоя Грейс Морец']
2012	105	6.529	Ледяной	Ариэль Вромен	The Iceman	7102	['Майкл Шеннон', 'Вайнона Райдер']
2013	116	6.528	Из пекла	Скотт Купер	Out of the Furnace	12832	['Кристиан Бэйл', 'Вуди Харрельсон']
2015	84	6.528	Госпожа Америка	Ноа Баумбак	Mistress America	3848	['Грета Гервиг', 'Лола Кёрк']
2013	100	6.528	Биг-Сюр	Майкл Полиш	Big Sur	665	['Жан-Марк Барр', 'Кейт Босворт']
2016	112	6.525	Девушка в поезде	Тейт Тейлор	The Girl on the Train	52555	['Эмили Блант', 'Хейли Беннетт']
2013	94	6.525	Властелин разметки	Дэвид Гордон Грин	Prince Avalanche	3613	['Пол Радд', 'Эмиль Хирш']
2015	88	6.522	Не дыши	Федерико Альварес	Don't Breathe	37204	['Стивен Лэнг', 'Джейн Леви']
2016	108	6.521	Охотник с Уолл-стрит	Марк Уильямс	The Headhunter's Calling	6335	['Элисон Бри', 'Джерард Батлер']
2016	110	6.521	Возмущение	Джеймс Шеймус	Indignation	1566	['Логан Лерман', 'Сара Гадон']
2013	95	6.52	Гость	Адам Вингард	The Guest	13774	['Дэн Стивенс', 'Майка Монро']
2014	123	6.52	Исчезновение Элеанор Ригби	Нед Бенсон	The Disappearance of Eleanor Rigby: Them	5227	['Джеймс МакЭвой', 'Джессика Честейн']
2012	106	6.518	Земля обетованная	Гас Ван Сент	Promised Land	3225	['Мэтт Дэймон', 'Бенжамин Шилер']
2014	91	6.517	Белая птица в метели	Грегг Араки	White Bird in a Blizzard	7464	['Шейлин Вудли', 'Ева Грин']
2016	139	6.512	Свободный штат Джонса	Гэри Росс	Free State of Jones	4257	['Мэттью МакКонахи', 'Гугу Эмбата-Ро']
2013	120	6.51	Рога	Александр Ажа	Horns	28283	['Дэниэл Рэдклифф', 'Джуно Темпл']
2016	129	6.496	Закон ночи	Бен Аффлек	Live by Night	20435	['Бен Аффлек', 'Крис Мессина']
2014	129	6.494	Охотник на лис	Беннетт Миллер	Foxcatcher	27063	['Стив Карелл', 'Ченнинг Татум']
2014	134	6.488	Парни из Джерси	Клинт Иствуд	Jersey Boys	1295	['Джон Ллойд Янг', 'Эрих Берген']
2016	110	6.481	В активном поиске	Кристиан Диттер	How to Be Single	28244	['Дакота Джонсон', 'Ребел Уилсон']
2016	119	6.477	Кристин	Антонио Кампос	Christine	1053	['Ребекка Холл', 'Майкл С. Холл']
2012	121	6.476	Машина Джейн Мэнсфилд	Билли Боб Торнтон	Jayne Mansfield's Car	1364	['Роберт Дювалл', 'Джон Хёрт']
2017	103	6.473	Живое	Даниэль Эспиноса	Life	58850	['Хироюки Санада', 'Райан Рейнольдс']
2014	93	6.473	Близнецы	Крэйг Джонсон	The Skeleton Twins	2077	['Билл Хейдер', 'Кристен Уиг']
2012	83	6.472	Диктатор	Ларри Чарльз	The Dictator	66795	['Саша Барон Коэн', 'Анна Фэрис']
2013	88	6.472	13 грехов	Даниэль Штамм	13 Sins	22954	['Марк Веббер', 'Рутина Уэсли']
2013	100	6.467	Мальчишник: Часть III	Тодд Филлипс	The Hangover Part III	85025	['Брэдли Купер', 'Эд Хелмс']
2015	99	6.467	Каникулы	Джон Фрэнсис Дейли	Vacation	40225	['Эд Хелмс', 'Кристина Эпплгейт']
2012	140	6.467	На дороге	Уолтер Саллес	On the Road	19964	['Гаррет Хедлунд', 'Сэм Райли']
2015	104	6.467	Прогулка по лесам	Кен Куопис	A Walk in the Woods	2281	['Роберт Редфорд', 'Ник Нолти']
2017	105	6.455	Тюльпанная лихорадка	Джастин Чадвик	Tulip Fever	2264	['Алисия Викандер', 'Дэйн ДеХаан']
2016	73	6.445	Неоспоримый 4	Тодор Чапканов	Boyka: Undisputed IV	5462	['Скотт Эдкинс', 'Теодора Духовникова']
2013	84	6.443	Медсестра	Дуглас Арниокоски	Nurse 3-D	5033	['Пас де ла Уэрта', 'Катрина Боуден']
2014	90	6.442	Уроки вождения	Изабель Койшет	Learning to Drive	524	['Патришия Кларксон', 'Бен Кингсли']
2012	98	6.441	Бэйтаун вне закона	Бэрри Баттлс	The Baytown Outlaws	2827	['Клейн Кроуфорд', 'Дэниэл Кадмор']
2015	125	6.441	Правда	Джеймс Вандербилт	Truth	580	['Кейт Бланшетт', 'Роберт Редфорд']
2013	128	6.438	Кровные узы	Гийом Кане	Blood Ties	1987	['Клайв Оуэн', 'Билли Крудап']
2014	103	6.434	Судная ночь 2	Джеймс ДеМонако	The Purge: Anarchy	28847	['Фрэнк Грилло', 'Кармен Эджого']
2013	112	6.434	Хроники ломбарда	Уэйн Крэймер	Pawn Shop Chronicles	6341	['Мэтт Диллон', 'Брендан Фрейзер']
2013	129	6.426	Кровью и потом: Анаболики	Майкл Бэй	Pain & Gain	69283	['Марк Уолберг', 'Дуэйн Джонсон']
2014	110	6.426	Холод в июле	Джим Микл	Cold in July	5185	['Майкл С. Холл', 'Сэм Шепард']
2013	105	6.423	Окулус	Майк Флэнеган	Oculus	34302	['Карен Гиллан', 'Брентон Туэйтс']
2012	89	6.423	Звездный десант: Вторжение	Синдзи Арамаки	Starship Troopers: Invasion	2984	['Люси Кристиан', 'Дэвид Матранга']
2016	117	6.421	Каждому своё	Ричард Линклейтер	Everybody Wants Some!!	7778	['Блейк Дженнер', 'Джастон Стрит']
2013	89	6.417	Лавлэйс	Роб Эпштейн	Lovelace	13124	['Аманда Сайфред', 'Питер Сарсгаард']
2016	86	6.414	Поп-звезда: не переставай, не останавливайся	Акива Шаффер	Popstar: Never Stop Never Stopping	2603	['Энди Сэмберг', 'Йорма Такконе']
2012	104	6.412	Артур Ньюман	Данте Ариола	Arthur Newman	1490	['Колин Фёрт', 'Эмили Блант']
2015	103	6.41	Подарок	Джоэл Эдгертон	The Gift	21240	['Джейсон Бейтман', 'Ребекка Холл']
2012	110	6.41	Калейдоскоп любви	Фернанду Мейреллиш	360	4452	['Луция Сипосова', 'Габриэла Марчинкова']
2016	83	6.408	Братья из Гримсби	Луи Летерье	Grimsby	44431	['Саша Барон Коэн', 'Марк Стронг']
2013	104	6.408	Олдбой	Спайк Ли	Old Boy	24160	['Джош Бролин', 'Шарлто Копли']
2016	112	6.403	Репортерша	Гленн Фикарра	Whiskey Tango Foxtrot	5916	['Тина Фей', 'Марго Робби']
2013	100	6.403	Гангста Love	Рэймонд Де Фелитта	Rob the Mob	3983	['Майкл Питт', 'Нина Арианда']
2014	114	6.402	Прогулка среди могил	Скотт Фрэнк	A Walk Among the Tombstones	19795	['Лиам Нисон', 'Дэн Стивенс']
2014	99	6.401	Про Алекса	Джесси Цвик	About Alex	837	['Нэйт Паркер', 'Джейсон Риттер']
2015	122	6.398	Стэнфордский тюремный эксперимент	Кайл Патрик Альварез	The Stanford Prison Experiment	3742	['Билли Крудап', 'Майкл Ангарано']
2016	111	6.397	Почему он?	Джон Гамбург	Why Him?	46002	['Брайан Крэнстон', 'Джеймс Франко']
2013	95	6.394	Прежде чем я уйду	Кортни Кокс	Just Before I Go	3261	['Шонн Уильям Скотт', 'Оливия Тирлби']
2015	104	6.385	Антураж	Даг Эллин	Entourage	15222	['Кевин Коннолли', 'Эдриан Гренье']
2014	112	6.369	Убить гонца	Майкл Куэста	Kill the Messenger	6248	['Джереми Реннер', 'Мэри Элизабет Уинстэд']
2012	85	6.367	Безопасность не гарантируется	Колин Треворроу	Safety Not Guaranteed	5371	['Обри Плаза', 'Марк Дюпласс']
2016	98	6.364	Голограмма для короля	Том Тыквер	A Hologram for the King	17078	['Том Хэнкс', 'Омар Эльба']
2016	86	6.359	Демон внутри	Андре Овредал	The Autopsy of Jane Doe	17348	['Брайан Кокс', 'Эмиль Хирш']
2016	86	6.357	Элвис и Никсон	Лиза Джонсон	Elvis & Nixon	3844	['Кевин Спейси', 'Майкл Шеннон']
2014	103	6.337	Голоса	Маржан Сатрапи	The Voices	14374	['Райан Рейнольдс', 'Джемма Артертон']
2012	85	6.336	Другой мир: Пробуждение	Монс Морлинд	Underworld: Awakening	42614	['Кейт Бекинсейл', 'Стивен Ри']
2015	92	6.335	Ведьма	Роберт Эггерс	The VVitch: A New-England Folktale	15646	['Аня Тейлор-Джой', 'Ралф Айнесон']
2014	118	6.327	Рыцарь кубков	Терренс Малик	Knight of Cups	5320	['Кристиан Бэйл', 'Кейт Бланшетт']
2013	96	6.32	Последний рубеж	Гэри Фледер	Homefront	27180	['Джейсон Стэйтем', 'Джеймс Франко']
2016	92	6.313	Крутые меры	Джеймс Уоткинс	Bastille Day	9083	['Идрис Эльба', 'Ричард Мэдден']
2017	112	6.308	Наемник	Майкл Куэста	American Assassin	1995	['Дилан О’Брайен', 'Майкл Китон']
2014	97	6.29	Пока мы молоды	Ноа Баумбак	While We're Young	3662	['Бен Стиллер', 'Наоми Уоттс']
2015	85	6.288	Люди, места, вещи	Джеймс С. Страуз	People Places Things	637	['Джемейн Клемент', 'Реджина Холл']
2012	81	6.285	В хлам	Джеймс Понсольдт	Smashed	3403	['Мэри Элизабет Уинстэд', 'Аарон Пол']
